,content,comment_all,label
10014,永远不要从别人口中去了解另一个人01有时候，我们眼睛看到的也只不过是冰山一角，还只是自己想看到的那一角罢了。如果透过这一个小角，对整座冰山下定论，实在是太不成熟的做法了。你又不是他，怎会知道他经历过什么，有着怎样的伤口？你只看到舍友小气，却没看到他为了赚4块钱一小时的薪水，用别人打游戏的时间在学校食堂勤工俭学，收拾别人的剩菜剩饭。你只看到那个女生不搭理人、不愿敞开心扉，却没看到她中学时曾被最好的朋友背叛，让她在学校里遭受了周围同学怎样的非议。可是生活中，总有人自信地以为，自己看到的就是这个世界的全貌。他们用自己的标准衡量着所有一切，轻易对他人做出的事情品头论足。若是将加入了自己主观臆想的结论，当成客观事实来传播，更会在不知不觉中伤害无辜的人。就像之前一部电影里，刚刚查出癌症晚期的女主角，因在公交车上没有给老人让座，就成了全民唾弃的对象……人们一味的指责着她的冷漠无情，却没看到她身上的千疮百孔。不知什么时候起，“道听途说”成了一件特别正常的事。不管是传播者，还是打探者，都特别理直气壮。可你有没有想过，你对他人的判断有多少是有证据依托的，又有多少是凭自己的猜测脑补的？谁敢保证，自己说出的、听到的一定是真相，而不是歪曲了事实的谣言呢？02而这些“来历不明”的话语，常常对我们形成一个引导，很大程度上“先入为主”地影响我们的判断。特别是当我们对某件事物有不好的印象时，它就很可能往不好的方向发展。《傲慢与偏见》里有一句话：傲慢让别人无法来爱我，偏见让我无法去爱别人。对待他人他物的偏见，时时刻刻潜伏在我们的脑海中，影响着我们的选择。别人说某品牌包包不好用，根本不值这个价，你就对这个品牌没什么好印象，从来不会购买；别人说某女星靠潜规则上位，你就觉得她没有真才实学，怎么看怎么是靠脸吃饭的类型，于是不再看她的节目；别人说某同学人品很差，你就越看她越不顺眼，生活中避免和她接触，于是你们越来越生疏……很多人都是这样，容易被他人的话语左右自己的判断。但从别人口中说出的话，实际上都是他的观点，而非事实。一个真正成熟的人，又怎么会轻易相信别人的一面之词呢？他会用自己的眼睛去看，用自己的内心去感受。别人说某品牌包包不好用，但你只有自己背过才知道，原来这个牌子的包包质量很好，只是有点贵，买一件能用3年；别人说某女星没实力，但你去看过她的作品才知道，人家不仅有颜值还肯吃苦，是你应该学习的榜样；别人说某同学人品有问题，但你去和她交往才知道，她其实很热心肠，还有很多闪光点，你们成为了彼此勉励的知己……你不知道别人和你的立场究竟有多大不同；也不知道别人出于什么目的，会在何时对自己不喜欢的人和事进行诽谤……但一个对自己负责的人，怎会因为他人的一句评价，错过了本该属于自己的美好呢？03想了解一个人，一件事，就要用自己的眼睛去看，用自己的耳朵去听，用自己的心切切实实地去感受。也就是遵从自己的内心。话是别人说的，但生活是自己的。我们无法决定别人对我们说什么，但可以不被他们的评论左右，通过自己的实际体会去判断。一个东西值不值得买，一个人值不值得交往，还是要自己拿主意。我们也无法阻止别人说我们的闲话，但可以置之不理，坚持做真实的自己。成熟的人是不会因他人的三言两语动摇的。假如有人上了谣言的当，误解了我们，那就当作过滤掉一个不值得深交的人吧。要相信，路遥知马力，日久见人心。懂你的人自会看到你身上的阳光，真正的朋友会穿过一切流言蜚语，跑来拥抱你。*作者：安安，本文来源：七言先生,了解自己都难	不要做背后说别人的人。	人云亦云是一种催眠，也是人的共性	.你永远不知道在别人嘴中的你会有多少版本，也不会知道别人为了维护自己而说过什么去诋毁你，更无法阻止那些不切实际的闲话。	一个人有很多面都是给应该展示的人看着	有时候你了解过后;;;果真如此	太有感触。被人说不正常，被人品头论足，只了解一面，就感觉了解全部，太自以为是，谁都有缺点，只看到别人缺点，而不去找自己缺点。	得知此事要躬行[ok][心]	最可怕我的是：眼神差还自以为看破一切的人	眼睛看到的是事实但不一定是真实我不喜欢从别人的口中去了解一个人因为他没有那样对你	没人在乎你怎样在深夜痛哭，也没人在乎你辗转反侧的要熬几个秋。外人只看结果，自己独撑过程。等我们都明白了这个道理，便不会再在人前矫情，四处诉说以求宽慰。喜欢文字的你可以关.住我愿我有幸陪你度过那难熬的日子	人从来就不是表面性的动物，真正的内在往往深藏于最里层。然而可悲的是，表面现象是最容易让人接受的，而不愿意费力去挖掘潜在真正内核。☘☘☘	自己看见的也有可能不是真的	出言有尺，唏嘘有度。	抱你在逆流人潮，读你每个泪和笑	不是每个人都会对你零负评只要自己做到问心无愧就没什么可在意的。	知人不评人[心]1[心]	每个人都是独立的个体，各有各的想法和感受，别用那扭曲的三观去随意评价别人。做好自己就好。	没有十全十美的人，时间最能检验一切，一个人是什么样的，用充足的时间才能检验，经过长时间验证的自己的真实感受才是最好的经验，掌握自己的心，那才是最重要的，路遥知马力，日久见人心	是这样了	永远也不要因为别人的看法而改变你自己	转发	话是别人说的，但生活是自己的。	要自己去用心了解一个人	恶意的揣测往往是最伤人的	之前有位同班女生请我帮她做一件事答应了她却告诉我这么一句话“哇塞原来你那么好讲的啊大家都说你好高冷一开始我也觉得你不好处还不敢来接触你”当时内心很复杂什么也没说只是一直在想「我平日里做了什么你们都觉得我难相处明明大家都很忙没空深入了解一个人但为什么却可以由此断定一个人」[伤心]	好比我是个性格内向的人平时与人话不多很多事都喜欢一个人做偏偏传来传去我已经变成了别人口中的「看她平时一个人‘一看’就知道不好讲难相处的」我想说其实我都听得见我不聋我心里也不舒服但我不想跟你们解释留在我身边的我能暖死她竟然不在的就罢了罢了;;也没多希望以心换心只求相互尊重[心]	他说不在意别人怎么看他，可是你不是在伤害别人么？你维护的是你自己吧	永远都是别人说，那自己活着干嘛	真正的朋友会穿过一切流言蜚语跑来拥抱你我喜欢这句话.	那就自己亲自感受	你没有经历我经历的苦，就不要对我评头论足。	不要用你的主观思维来看待事物及这个世界不要你以为的以为正所谓事出必有因	不过现实就是生活中太多人都是从别人口中了解一个人甚至伤害ta	,0
10015,求扩散，今天上午一个三岁多小女孩在德州银座超市门口被人拐走了，小女孩能准确说出她爸爸的手机号码，从监控上看是被一个四十多岁男人抱走了，现大人都急疯了，有知情者请告之，万分感谢！看到信息的兄弟姐妹留意一下！联系人：靳连胜电话：15806868888（朋友处看到的，应该是真的。看到的请帮忙）,在周前看见过这个完整的段子。但好像不是德州。	转发微博	,-1
10016,【内蒙古林西县一对#公职夫妻殴打母亲#被停职调查】近日，一网传监控视频流传|林西县兴安花园，一对夫妻殴打一位老人。当地居民表示，被打老人是男子的母亲。当地工作人员表示，打人的夫妻确实是当地公务员，此事系家庭纠纷。目前夫妻二人均已被停职，正接受调查。（澎湃）,[怒]2[怒]1[怒]	停的好	该！	开除不解释	打人已经不对，打老人更加不对，打自己的母亲，而且，是在公众场合，又是公务员，你们是共产党员吗？你们怎么进的公务员队伍？谁是你们的入党介绍人？我相信这介绍人，也和你们一样，禽兽不如。	禽兽啊，还对生自己养自己的母亲动手，会遭天谴	此等不肖子孙，老衲渡劫之时，绝对引雷劈死你！[怒]	不管因为什么，天大的理由，也不是你打父母的借口！！！	天下无不事的父母，如果真是母亲错了也不应该是拳脚相加，难道你不老了吗？	殴打亲娘，丧尽天良；老婆似虎，老公如狼；养儿防老？实在荒唐；这世罪孽，下世必偿！	这种人就不该被生出来	把老母亲摔倒在地，还不忘踢两脚，厉害啊	我艹，网友们去打他，禽兽不如的东西	畜牲二字都配不上…	党教你怎么殴打自己母亲？禽兽不如。此人不除，有辱党。	夫妻已被开除公职了。	@譱彧[哼]	能动手打自己爸妈的人，我完全不能理解！又不是有什么深仇大恨，能动手打自己父母的人就是垃圾！如果父母做了很过分的事，训斥或者不理就是了。对老人孩子的人动手你是多没本事。有些人就不该被生下来	夫妻殴打老母和是不是公职有什么关系，不要总是想搞得大新闻[doge]	公务员不一定是党员	这就是层层考试，层层选拔出来的人民公仆。	下手也忒狠了点吧，	什么人这是……	我当地一个混混，十分凶恶，经常一言不合就打人，却唯独怕他十分瘦弱的母亲。呵呵，连个混混都不如	这种垃圾为什么还活得好好的呢，让他们失业饿死算了。	养儿能防老吗[伤心][伤心]1[伤心]2	怎么说啦不管什么理由只要动手打了自己母亲就是不对	羊还有跪乳呢，唉！	應該死而不是停職	你厉害！自己母亲都能下去手！！！厉害！没有语言能形容你了！！怕你侮辱了那些字！！！！	为什么要打自己妈呢，唉	还是公务员？国家养两条狗都比你们强...[怒骂][鄙视][打脸][怒]	直接枪毙。对自己母亲这样，想想得多狠毒。	人肉	真是娶了媳妇忘了娘[喵喵]	有话好好说，老人给看孩子又不是义务，不知道感恩，还这样对待自己的母亲，谁能容忍，估计儿子动手那一刻，老母亲就懵了	,1
10017,		 鹿彤cp最近总有八卦大号发鹿哥和晓彤最近老吵架，感情越来越淡，真的假的啊，有人知道他俩现在什么情况吗，急！ ​		,,0
10018,西班牙搞什么鬼啊？？？？就因为主帅是皇马主帅？！！！！好歹带完这一届世界杯啊，懵逼简直…………,,1
10019,【营长】冀A620红朋友捡到一个高考准考证，谁认识通知下，别耽误了高考大事。白娅倩考点一中考场013座号11准考证号204101311／请大家帮忙互相转发，别耽误了孩子高考！联系电话15935078941。群里发的，不知道真假，但希望那个考生能够找到。2中山西路,骗人将，勿信。	盲目跟风！旧的不能再旧的新闻了！小心警察找你麻烦怀疑你诈骗	回复@M宝勒尔M:我是好心的，不知道。	回复@玉行的博:😃	,-1
10020,		HYQ再次爆猛料：M姓女星多次怂恿其他女艺人“做头发”。网传M女星特别喜欢蹭热度，这下不用蹭了，终于自己成舆论焦点了#马苏回应# #马苏黑历史# #pgone李小璐# ​		,@北九片海;;你说和李小璐的做头发是不是有关系	,0
10021,		区块链，虚拟货币市场到底有多火？网传某手机系统带虚拟货币钱包功能了 ​		,魅族吗？跟我界面一样[吃瓜]	魅族币¡评论配图	,0
10022,分享网易新闻《网传江苏一养老院6位老人被热死院方:正常死亡》http://t.cn/RtcZygE来自@网易新闻客户端#我在看新闻#,,1
10023,正常人不需要掏耳朵！从医学上说，正常人不需要掏耳朵，耵聍（耳屎）可阻碍声波对鼓膜的伤害，有抑菌杀菌作用。耵聍会随着张口，打哈欠等自动脱落排出体外；随意掏耳朵可能引起中耳炎，导致听力下降，刺激耵聍分泌，形成栓塞#低调炫技#,"@杨淼68	@任小羊喜欢买买买🤔🤔	真的假的，我每三四天就用棉签掏耳朵	但是掏耳朵真的很爽啊！！！！！！！！	@AEC邓可尴尬了	@万小猴儿儿	但是如果一段时间不掏耳朵，耳朵就会奇痒无比，所以在你痒的不能自已的时候应该怎么办？[二哈]	掏耳朵是一种享受,和那什么来比无害	那我同事的铁耳屎是这么回事？人叫她她都听不见。后来去医院掏出来之后世界都听清了	@何星Cindy	@WHJAR	耳屎是潮的是怎么回事？	@可爱哆哆哆还可以这样啊	@翟成成瑾[衰]	@没出息没毅力以后别扣了	现在就马上你附近的棉签来一发吧	问题是掏耳朵是一件很爽的事情	@绿时Li	我在学校学医的时候，五官科的老师说了：人进化这么久了，身体每个部位都很成熟。它能自己解决的，不要没事去动它。	@超级月亮bangbangbang	不掏那痒的受不了靠甩？怪不得那么多人磕摇头丸;;;原来是耳朵痒	@小小菲呵呵呵	@北燕飞吧	@她大舅她二舅都是她舅舅	@遇你我天色常蓝y	@CP的意思不是_	[吃惊]1[吃惊]2[吃惊]	@水蜜桃大妹妹评论都是科学知识[摊手][摊手]1	@我爱路缘[思考]	@苏家屯韦斯特布鲁克	@文博w0209你瞅瞅第一个评论吧	@奇怪我以前那么爱笑	@HayleyHelu自己看	我7、8岁上医院挖了坨大耳屎，当场感觉周围人的声音都像拿着麦克风说话音量。	@灿若樱夏	@韩雷锋ER	@Alien樊	所以……以后不要掏了@叶爸爸爸[哈哈]	@晴朗是蓝色的	鼻屎用不用掏？	",1
10024,急找孩子，求转寻人启事13755280408扩散，今天上午一个三岁多小女孩在合阳县三中附近被人拐走，小女孩能说出她爸爸的手机号码从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢看到信息的兄弟姐妹留意一下联系人石建军13755280408我们都会有孩子谢谢你必有重谢10万元,什么情况？	,-1
10025,帮忙转发一下，一位叫徐敬的女孩，21岁，请速回雅安水城县人民医院，妈妈伤的很严重，想见她最后一面，爸爸号码：15193383486，爱心接力，好人有好报,哈喽，美女，必须帮你转起，你的行为深深感动了我！!希望她妈妈坚持住，爱bia夹牙（爱拼才回赢）[蜡烛][爱你][蜡烛]1[爱你]1[蜡烛]3[蜡烛]2[蜡烛]5[蜡烛]4	我是你的唯一留言者，你居然不回我，我生气了╰_╯[怒]2[怒]1[怒]	删了吧，别人乱传的	回复@CZ小古:删不掉[汗]	回复@赵艺Sally:喔，可能被新浪处理过打上标记了吧[衰]	回复@CZ小古:那咋办？举报那个人也是直接跟我说嘛我直接删了就是了[汗]	回复@赵艺Sally:请@微博小秘书帮忙删下这条微博信息吧。博主mm早点休息吧，晚安[月亮]	[爱心传递][爱心传递][爱心传递][爱心传递][爱心传递]	你啷个晓得是假的了啊	回复@舌甘_寶兒:着被人据报老[汗]	回复@赵艺Sally:就是看了你这个！下午我睡了还做了个梦！梦到啊多他们还寄了七千块钱过去赞助！结婚是骗局	,-1
10026,中国人拍的&lt;金陵十三钗&gt;小日本让其票房为零.小日本拍的&lt;贞子&gt;3d将亍9月12日在中国大陆上映.而9月12日既是南京大屠杀纪念日.勿忘国耻！！作为中国人，必须让贞子3d票房为零.朋友们、同胞们拿起你的鼠标复制然后粘贴一下转起转起@胡白传奇@简颜@潘旺众@童浩婚礼团队@济南彩云间婚礼韩旭红@太原张和,谁看日谁[偷笑][偷笑]1[偷笑]2	SB回去看看教科书再来发微博么文化真可爱	转！	坚决转！	//@非常司仪组-宁江:@婚礼摄影师塔塔@非常司仪组-晨光@CQ非著名主持人杨雄@跟拍阿牛@摄影师耗子@女魔术师-然然@摄影师舍巴//@非常司仪组-雨霏:大汉倭奴！小日本，你拽什么//@胡白传奇:转！@非常司仪组-王卓@非常司仪组-波司仪@非常司仪组-晨光@萝亚薇薇@潘旺众@蔡上@冉慧聪@主持人坏坏	不要盲目的看到什么就都当是真的。而且要有点常识好么。南京大屠杀纪念日是12月13日。再说了，您什么时候看到日产鬼片在大陆上映过的？！	二货…当年金陵就没有投放日本市场…怎么能有票房收入呢…搞搞清…再来伪爱国…	对于日本军国主义讲求任何形式的信义都是宋襄公式的愚蠢！管他实与不实，借个理由狠狠教训他个日本王八蛋！十九世纪骑在我们脖子上撒尿拉屎的时代一去不复返了！当然对于他妈都嫌他懒之汉奸者流除外，其等待的正是其日本主子的屎尿恩赐，以促其邪恶生长，惑乱中华！	记住历史的同时我们却不能改变历史，希望更多的人能够懂得了历史之后努力改变未来…	,-1
10027,看到不能装作没看到，帮转发朋友的小孩，叫果果......刚刚在万达广场附近走丢，麻烦帮忙发下，争取时间，谢......18852405370/18151087476。ps:各位家长请照看好自己的小孩，不要等失去的时候才追悔莫及有在万达的帮忙注意一下，孩子还小，家里很着急,,-1
10028,		《极限竞速：地平线4》公布！地点应该是欧洲，游戏背景设定在英国，反正不是之前传言的亚洲，这次加入了四季系统，游戏的画面效果再次提升。 ​		,,0
10029,币安何一：区块链对我来讲大概是九九八十一难的取经路】今日币安联合创始人何一发微博评论区块链说道：“无论是传言‘再不抓人江山没了’的过度妖魔化，还是知名大佬疾呼‘再不上车就落伍了’的过度神话，都不是区块链真实的样子。”她认为区块链是什么对她来讲大概是九九八十一难的取经路。并表示：旁人看来取经的和尚也长妖怪模样，哪有什么分别？但你知道自己作为和尚，该斩妖还得斩妖，该除魔还得除魔；虽有日行千里之技，但该走的路一步不会少。,,0
10030,发表了博文《董氏奇穴特色疗法专题技术临床应用研修班》一、课题介绍“董氏奇穴针灸疗法”传承于台湾、盛行于海外，近年来风行于世界。“董氏奇穴”是董景昌先生祖传针灸绝技，嫡传弟子杨维杰先生将“董氏奇穴”发扬O董氏奇穴特色疗法专题技术临床应用研修班,,1
10031,帮忙发一条救命信息。急需rh阴性血，救命之恩必有重谢。电话1384567251315561663350都帮忙发一发真实的伤者在第一医院抢救是消防官兵。。。看到发一下啊！各位！没准动动您的手指就救了一条人命！！！2重庆南路,【辟谣】@温州消防：近日众多谣言流传温州消防官兵受伤需要rh阴性血，请广大市民不要相信此事！！！同样的版本还有嘉兴消防、宁波消防、哈尔滨消防……此传言不实，两个手机号码都为黑龙江的！请广大市民不信谣、不传谣！同时感谢大家对消防官兵的关心！	【辟谣】@温州消防：近日众多谣言流传温州消防官兵受伤需要rh阴性血，请广大市民不要相信此事！！！同样的版本还有嘉兴消防、宁波消防、哈尔滨消防……此传言不实，两个手机号码都为黑龙江的！请广大市民不信谣、不传谣！同时感谢大家对消防官兵的关心！	如果是真的，时间是几几年几月几号，地点是什么省什么市什么区什么单位，否则……你在帮坏人消耗好心人的善良，等于做坏事。	此为虚假消息！请勿转发虚假消息！	,-1
10032,寻人启事15009210659。有线索酬金100万帮忙扩散，今天上午一个2多岁小男孩在阳光小区附近被人拐走了，小男孩能说出他的名字……王鹤从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢看到信息的兄弟姐妹留意一下联系人汪永超～你伸出手指按3秒看到就转转,,-1
10033,	  #净网2018# 【网警防骗小课堂之三：防范“校讯通”短信链接诈骗】不法分子以“校讯通”名义，冒充校方、班主任等发送带有链接的诈骗短信，以提供学生成绩单、学校表现情况等为由，诱骗学生和家长点击链接。一旦点击后，手机即被植入木马病毒，其银行、支付宝账户资金存在被盗取风险。网警提醒： ​		...展开全文c	,"【网警防骗小课堂之三：防范“校讯通”短信链接诈骗】[话筒]	#净网2018#【网警防骗小课堂之三：防范“校讯通”短信链接诈骗】不法分子以“校讯通”名义，冒充校方、班主任等发送带有链接的诈骗短信，以提供学生成绩单、学校表现情况等为由，诱骗学生和家长点击链接。一旦点击后，手机即被植入木马病毒，其银行、支付宝账户资金存在被盗取风险。[话筒]	#净网2018#网警防骗小课堂之三：防范“校讯通”短信链接诈骗[互粉][话筒]	网警教你防范“校讯通”短信链接诈骗[话筒]1[话筒]2[话筒]	#净网护网,有你有我#网警防骗小课堂之三：防范“校讯通”短信链接诈骗[话筒]	#净网2018#【网警防骗小课堂之三：防范“校讯通”短信链接诈骗】[话筒]	转发微博	#净网2018#【网警防骗小课堂之三：防范“校讯通”短信链接诈骗】//@陕西网警巡查执法:#净网2018#【网警防骗小课堂之三：防范“校讯通”短信链接诈骗】[话筒]1[话筒]	转发微博	第三篇来啦[话筒]	#净网2018#网警防骗小课堂之三：防范“校讯通”短信链接诈骗[围观]1[话筒][围观]	【网警防骗小课堂之三：防范“校讯通”短信链接诈骗】[话筒]	#净网2018#【网警防骗小课堂之三：防范“校讯通”短信链接诈骗】谨防上当受骗！[话筒]1[话筒]2[话筒][话筒]3	【网警防骗小课堂之三：防范“校讯通”短信链接诈骗】网警提醒：当收到自称学校或“校讯通”发来的带有链接的短信后，应向学校核实，切勿随意点击短信链接。#网警小课堂#[话筒]	【网警防骗小课堂之三：防范“校讯通”短信链接诈骗】[话筒]	网警防骗小课堂之三：防范“校讯通”短信链接诈骗	#净网2018#【网警防骗小课堂之三：防范“校讯通”短信链接诈骗】[话筒]	网警防骗小课堂之三：防范“校讯通”短信链接诈骗[话筒]	我们各省投资者在竞优理财被骗了几千万，竞优跑路了。大家都在报警，杭州警方还未立案侦查。请帮我们一下，都是大家的血汗钱。	[good]	建议有关部门可以查查最近猖獗的IAC网络非法集资传销组织	#净网2018#【网警防骗小课堂之三：防范“校讯通”短信链接诈骗】[话筒]	//@锦州网警巡查执法:#净网2018#【网警防骗小课堂之三：防范“校讯通”短信链接诈骗】[话筒]1[话筒]2[话筒][话筒]3	#净网2018#【网警防骗小课堂之三：防范“校讯通”短信链接诈骗】[话筒]	",0
10034,【请记住：轮奸要第一个上！】李双江之子李天一涉嫌强奸罪被批捕。李天一的76人律师团领队、法律大学副校长张爱国教授对媒体表示，李天一因为是第一个与被害女子发生关系，所以不构成轮奸罪，只是以判罚较轻的强奸罪批捕，这是律师团所有成员共同努力的结果。记住啊，轮奸要第一个上！（转）,,-1
10035,发表了博文《台客车起火致26死遇难者家属:一下失去4位亲人》台湾游览车起火的事故现场。新华社发事故中，还有一司机和一导游罹难；国台办启动应急处理机制据新华社电一大陆旅行团乘坐的游览车19日中|台客车起火...,,1
10036,		随手一转也没发表任何言论就说谣言？读过好大学的人就这么喜欢给人扣帽子？难怪评论里的人都骂武大//@MenggaSH:回复你针对我的 读过好大学的人不会断章取义 充电桩标识的是“非国际学生不得使用” 但是我们学生有自己的 学校这样做也是出于方便管理 你好歹是有认证的博主 动不动跟风造谣你觉得合适吗		,,0
10037,美国各州最有影响力大学名单：阿拉巴马州——阿拉巴马大学；阿拉斯加州——阿拉斯加安克拉治大学；亚利桑那州——亚利桑那州立大学；阿肯色州——约翰•布朗大学；加利福尼亚州——斯坦福大学；科罗拉多州——科罗拉多大学博尔德分校；康涅狄格州——耶鲁大学；特拉华州——特拉华大学。,,1
